 huidevent |         ot          |  mag  |   spassportcmd    |                                                                                                                                                                                                                                                 spassportentry                                                                                                                                                                                                                                                 
 2000CJFY  | 2018/01/14 09:18:46 | 7.114 | PubFlagsDelImpact | Destroyed Unknown AtLeast 171 0 "*NULL*" 1519344521 "*NULL*" "*NULL*"
 2000CJFY  | 2018/01/14 09:18:46 | 7.114 | PubFlagsAddImpact | Damaged Unknown AtLeast 30 0 "*NULL*" 1519344530 "*NULL*" "*NULL*"
 2000CL83  | 2018/01/19 16:17:45 | 6.286 | PubFlagsAddImpact | Damaged Unknown Some 0 0 "https://colectivopericu.net/2018/01/19/temblor-desgajo-un-cerro-en-la-sierra-de-mulege/" 1523003353 "Mulege" "*NULL*"
 2000CMWZ  | 2018/01/23 06:34:55 | 5.919 | PubFlagsAddImpact | Deaths Unknown Exact 1 0 "http://www.straitstimes.com/asia/se-asia/one-dead-several-injured-in-aftermath-of-indonesia-earthquakes" 1521093034 "Lebok" "*NULL*"
 2000CMWZ  | 2018/01/23 06:34:55 | 5.919 | PubFlagsAddImpact | Damaged Unknown AtLeast 130 0 "https://www.express.co.uk/news/world/908517/Jakarta-earthquake-today-Indonesia-today-news-Java-Twitter-video" 1516686916 "*NULL*" "*NULL*"
 2000CMWZ  | 2018/01/23 06:34:55 | 5.919 | PubFlagsAddImpact | Injuries Unknown Some 0 0 "http://www.straitstimes.com/asia/se-asia/one-dead-several-injured-in-aftermath-of-indonesia-earthquakes" 1516859519 "*NULL*" "*NULL*"
 2000CMWZ  | 2018/01/23 06:34:55 | 5.919 | PubFlagsAddImpact | Deaths Unknown Exact 1 0 "http://www.straitstimes.com/asia/se-asia/one-dead-several-injured-in-aftermath-of-indonesia-earthquakes" 1516859433 "Lebok" "*NULL*"
 2000CMWZ  | 2018/01/23 06:34:55 | 5.919 | PubFlagsDelImpact | Deaths Unknown Exact 1 0 "http://www.straitstimes.com/asia/se-asia/one-dead-several-injured-in-aftermath-of-indonesia-earthquakes" 1521093034 "Lebok" "*NULL*"
 2000CMWZ  | 2018/01/23 06:34:55 | 5.919 | PubFlagsAddImpact | Damaged Unknown Many 0 0 "https://www.express.co.uk/news/world/908517/Jakarta-earthquake-today-Indonesia-today-news-Java-Twitter-video" 1516686916 "*NULL*" "*NULL*"
 2000CMWZ  | 2018/01/23 06:34:55 | 5.919 | PubFlagsDelImpact | Damaged Unknown AtLeast 130 0 "https://www.express.co.uk/news/world/908517/Jakarta-earthquake-today-Indonesia-today-news-Java-Twitter-video" 1516686916 "*NULL*" "*NULL*"
 2000CMWZ  | 2018/01/23 06:34:55 | 5.919 | PubFlagsDelImpact | Deaths Unknown Exact 1 0 "http://www.straitstimes.com/asia/se-asia/one-dead-several-injured-in-aftermath-of-indonesia-earthquakes" 1516859433 "Lebok" "*NULL*"
 2000CMWZ  | 2018/01/23 06:34:55 | 5.919 | PubFlagsAddImpact | Deaths HeartAttack Exact 1 0 "http://www.straitstimes.com/asia/se-asia/one-dead-several-injured-in-aftermath-of-indonesia-earthquakes" 1516859433 "Lebok" "*NULL*"
 2000CRM3  | 2018/01/31 04:58:44 | 4.716 | PubFlagsAddImpact | Deaths Shaking Exact 1 0 "Google News" 1522875856 "Lasbela, Pakistan" "*NULL*"
 2000CRM3  | 2018/01/31 04:58:44 | 4.716 | PubFlagsAddImpact | Injuries Shaking Many 0 0 "Google News" 1524441614 "Lasbela, Pakistan" "*NULL*"
 2000CRM3  | 2018/01/31 04:58:44 | 4.716 | PubFlagsAddImpact | Damaged Shaking Some 0 0 "Google News" 1524441663 "Lasbela, Pakistan" "*NULL*"
 2000CRMU  | 2018/01/31 07:07:00 | 6.214 | PubFlagsDelImpact | Deaths Unknown Exact 1 0 "http://www.independent.co.uk/news/world/middle-east/afghanistan-earthquake-latest-updates-6-2-magnitude-deaths-injuries-tremors-kabul-pakistan-islamabad-a8186556.html" 1517378733 "Kabul" "*NULL*"
 2000CRMU  | 2018/01/31 07:07:00 | 6.214 | PubFlagsAddImpact | Injuries Unknown Few 0 0 "http://www.independent.co.uk/news/world/middle-east/afghanistan-earthquake-latest-updates-6-2-magnitude-deaths-injuries-tremors-kabul-pakistan-islamabad-a8186556.html" 1517378795 "*NULL*" "*NULL*"
 2000CRMU  | 2018/01/31 07:07:00 | 6.214 | PubFlagsAddImpact | Deaths Unknown Exact 1 0 "http://www.independent.co.uk/news/world/middle-east/afghanistan-earthquake-latest-updates-6-2-magnitude-deaths-injuries-tremors-kabul-pakistan-islamabad-a8186556.html" 1517378733 "Kabul" "*NULL*"
 2000CRMU  | 2018/01/31 07:07:00 | 6.214 | PubFlagsAddImpact | Deaths Unknown Exact 1 0 "http://www.independent.co.uk/news/world/middle-east/afghanistan-earthquake-latest-updates-6-2-magnitude-deaths-injuries-tremors-kabul-pakistan-islamabad-a8186556.html" 1517378733 "Lasbela" "*NULL*"
 2000CRMU  | 2018/01/31 07:07:00 | 6.214 | PubFlagsDelImpact | Deaths Unknown Exact 1 0 "http://www.independent.co.uk/news/world/middle-east/afghanistan-earthquake-latest-updates-6-2-magnitude-deaths-injuries-tremors-kabul-pakistan-islamabad-a8186556.html" 1517378733 "Lasbela" "*NULL*"
 2000CRMU  | 2018/01/31 07:07:00 | 6.214 | PubFlagsAddImpact | Deaths Unknown Exact 1 0 "http://www.independent.co.uk/news/world/middle-east/afghanistan-earthquake-latest-updates-6-2-magnitude-deaths-injuries-tremors-kabul-pakistan-islamabad-a8186556.html" 1517378733 "Las Bela" "*NULL*"
 2000CRMU  | 2018/01/31 07:07:00 | 6.214 | PubFlagsAddImpact | Deaths Unknown Exact 1 0 "http://www.independent.co.uk/news/world/middle-east/afghanistan-earthquake-latest-updates-6-2-magnitude-deaths-injuries-tremors-kabul-pakistan-islamabad-a8186556.html" 1517378733 "*NULL*" "*NULL*"
 2000CRMU  | 2018/01/31 07:07:00 | 6.214 | PubFlagsDelImpact | Deaths Unknown Exact 1 0 "http://www.independent.co.uk/news/world/middle-east/afghanistan-earthquake-latest-updates-6-2-magnitude-deaths-injuries-tremors-kabul-pakistan-islamabad-a8186556.html" 1517378733 "Las Bela" "*NULL*"
 2000CRMU  | 2018/01/31 07:07:00 | 6.214 | PubFlagsAddImpact | Injuries Unknown Exact 2 0 "http://www.independent.co.uk/news/world/middle-east/afghanistan-earthquake-latest-updates-6-2-magnitude-deaths-injuries-tremors-kabul-pakistan-islamabad-a8186556.html" 1517378795 "*NULL*" "*NULL*"
 2000CRMU  | 2018/01/31 07:07:00 | 6.214 | PubFlagsDelImpact | Deaths Unknown Exact 1 0 "http://www.independent.co.uk/news/world/middle-east/afghanistan-earthquake-latest-updates-6-2-magnitude-deaths-injuries-tremors-kabul-pakistan-islamabad-a8186556.html" 1517378733 "*NULL*" "*NULL*"
 2000CRMU  | 2018/01/31 07:07:00 | 6.214 | PubFlagsDelImpact | Injuries Unknown Few 0 0 "http://www.independent.co.uk/news/world/middle-east/afghanistan-earthquake-latest-updates-6-2-magnitude-deaths-injuries-tremors-kabul-pakistan-islamabad-a8186556.html" 1517378795 "*NULL*" "*NULL*"
 2000CRMU  | 2018/01/31 07:07:00 | 6.214 | PubFlagsAddImpact | Deaths HeartAttack Exact 1 0 "http://www.independent.co.uk/news/world/middle-east/afghanistan-earthquake-latest-updates-6-2-magnitude-deaths-injuries-tremors-kabul-pakistan-islamabad-a8186556.html" 1517378733 "*NULL*" "*NULL*"
 1000CDGU  | 2018/01/31 23:13:21 | 5.223 | PubFlagsAddImpact | Deaths Shaking Exact 1 0 "www.extra.ec" 1517420714 "*NULL*" "*NULL*"
 1000CHHC  | 2018/02/06 15:50:43 | 6.405 | PubFlagsAddImpact | Deaths Shaking Exact 0 0 "*NULL*" 1518352658 "*NULL*" "*NULL*"
 1000CHHC  | 2018/02/06 15:50:43 | 6.405 | PubFlagsDelImpact | Deaths Shaking Exact 0 0 "*NULL*" 1518352658 "*NULL*" "*NULL*"
 1000CHHC  | 2018/02/06 15:50:43 | 6.405 | PubFlagsAddImpact | Deaths Shaking Exact 9 0 "*NULL*" 1518352658 "*NULL*" "*NULL*"
 1000CHHC  | 2018/02/06 15:50:43 | 6.405 | PubFlagsAddImpact | Injuries Shaking AtLeast 260 0 "*NULL*" 1518352725 "*NULL*" "*NULL*"
 1000CHHC  | 2018/02/06 15:50:43 | 6.405 | PubFlagsAddImpact | Deaths Shaking Exact 15 0 "*NULL*" 1518352658 "*NULL*" "*NULL*"
 1000CHHC  | 2018/02/06 15:50:43 | 6.405 | PubFlagsDelImpact | Deaths Shaking Exact 9 0 "*NULL*" 1518352658 "*NULL*" "*NULL*"
 1000CHHC  | 2018/02/06 15:50:43 | 6.405 | PubFlagsAddImpact | Injuries Shaking AtLeast 285 0 "*NULL*" 1518352725 "*NULL*" "*NULL*"
 1000CHHC  | 2018/02/06 15:50:43 | 6.405 | PubFlagsDelImpact | Deaths Shaking Exact 15 0 "*NULL*" 1518352658 "*NULL*" "*NULL*"
 1000CHHC  | 2018/02/06 15:50:43 | 6.405 | PubFlagsAddImpact | Deaths Shaking Exact 17 0 "*NULL*" 1518352658 "*NULL*" "*NULL*"
 1000CHHC  | 2018/02/06 15:50:43 | 6.405 | PubFlagsDelImpact | Injuries Shaking AtLeast 260 0 "*NULL*" 1518352725 "*NULL*" "*NULL*"
 1000CHHC  | 2018/02/06 15:50:43 | 6.405 | PubFlagsAddImpact | Damaged Shaking Many 0 0 "*NULL*" 1521449253 "*NULL*" "*NULL*"
 2000CYRM  | 2018/02/08 09:52:47 | 5.224 | PubFlagsAddImpact | Damaged Unknown Unknown 0 0 "Wikipedia 2018 list of earthquakes" 1522909248 "*NULL*" "*NULL*"
 2000CYRM  | 2018/02/08 09:52:47 | 5.224 | PubFlagsAddImpact | Damaged Unknown Some 0 0 "Wikipedia 2018 list of earthquakes" 1522909248 "*NULL*" "*NULL*"
 2000CYRM  | 2018/02/08 09:52:47 | 5.224 | PubFlagsDelImpact | Damaged Unknown Unknown 0 0 "Wikipedia 2018 list of earthquakes" 1522909248 "*NULL*" "*NULL*"
 2000D3KM  | 2018/02/16 23:39:39 | 7.202 | PubFlagsAddImpact | Injuries Unknown Estimate 0 0 "Http://www.Kristv.com, https://en.wikipedia.org.wiki/2018_oaxaca_earthquake" 1520281819 "*NULL*" "*NULL*"
 2000D3KM  | 2018/02/16 23:39:39 | 7.202 | PubFlagsDelImpact | Injuries Unknown Estimate 0 0 "Http://www.Kristv.com, https://en.wikipedia.org.wiki/2018_oaxaca_earthquake" 1520281819 "*NULL*" "*NULL*"
 2000D3KM  | 2018/02/16 23:39:39 | 7.202 | PubFlagsAddImpact | Injuries Unknown Estimate 2 0 "Http://www.Kristv.com, https://en.wikipedia.org.wiki/2018_oaxaca_earthquake" 1520281819 "*NULL*" "*NULL*"
 2000D3KM  | 2018/02/16 23:39:39 | 7.202 | PubFlagsAddImpact | Damaged Unknown Estimate 200 0 "*NULL*" 1520283628 "*NULL*" "*NULL*"
 2000D3KM  | 2018/02/16 23:39:39 | 7.202 | PubFlagsAddImpact | Injuries Shaking Estimate 4 0 "excelsior.com.mx, Feb 18, 2018." 1520281819 "*NULL*" "*NULL*"
 2000D3KM  | 2018/02/16 23:39:39 | 7.202 | PubFlagsDelImpact | Damaged Unknown Estimate 200 0 "*NULL*" 1520283628 "*NULL*" "*NULL*"
 2000D3KM  | 2018/02/16 23:39:39 | 7.202 | PubFlagsDelImpact | Injuries Unknown Estimate 2 0 "excelsior.com.mx, Feb 18, 2018." 1520281819 "*NULL*" "*NULL*"
 2000D3KM  | 2018/02/16 23:39:39 | 7.202 | PubFlagsAddImpact | Injuries Unknown Estimate 2 0 "excelsior.com.mx, Feb 18, 2018." 1520281819 "*NULL*" "*NULL*"
 2000D3KM  | 2018/02/16 23:39:39 | 7.202 | PubFlagsDelImpact | Injuries Unknown Estimate 2 0 "Http://www.Kristv.com, https://en.wikipedia.org.wiki/2018_oaxaca_earthquake" 1520281819 "*NULL*" "*NULL*"
 2000D3KM  | 2018/02/16 23:39:39 | 7.202 | PubFlagsAddImpact | Injuries Shaking Exact 4 0 "*NULL*" 1520283628 "*NULL*" "*NULL*"
 2000D3KM  | 2018/02/16 23:39:39 | 7.202 | PubFlagsDelImpact | Injuries Shaking Exact 4 0 "*NULL*" 1520283628 "*NULL*" "*NULL*"
 2000D3KM  | 2018/02/16 23:39:39 | 7.202 | PubFlagsAddImpact | Injuries Shaking Exact 4 0 "excelsior.com.mx" 1519851628 "*NULL*" "*NULL*"
 2000D3KM  | 2018/02/16 23:39:39 | 7.202 | PubFlagsDelImpact | Injuries Shaking Estimate 4 0 "excelsior.com.mx, Feb 18, 2018." 1520281819 "*NULL*" "*NULL*"
 2000D3KM  | 2018/02/16 23:39:39 | 7.202 | PubFlagsDelImpact | Damaged Shaking AtLeast 1000 0 "*NULL*" 1519832487 "*NULL*" "*NULL*"
 2000D3KM  | 2018/02/16 23:39:39 | 7.202 | PubFlagsAddImpact | Damaged Shaking AtLeast 0 0 "*NULL*" 1519832487 "*NULL*" "*NULL*"
 2000D3KM  | 2018/02/16 23:39:39 | 7.202 | PubFlagsAddImpact | Damaged Shaking AtLeast 1000 0 "*NULL*" 1519832487 "*NULL*" "*NULL*"
 2000D3KM  | 2018/02/16 23:39:39 | 7.202 | PubFlagsDelImpact | Damaged Shaking AtLeast 0 0 "*NULL*" 1519832487 "*NULL*" "*NULL*"
 2000D3KM  | 2018/02/16 23:39:39 | 7.202 | PubFlagsAddImpact | Damaged Shaking AtLeast 1000 0 "excelsior.com.mx" 1518968487 "*NULL*" "*NULL*"
 2000D3KM  | 2018/02/16 23:39:39 | 7.202 | PubFlagsDelImpact | Injuries Shaking Exact 4 0 "excelsior.com.mx" 1519851628 "*NULL*" "*NULL*"
 2000D3KM  | 2018/02/16 23:39:39 | 7.202 | PubFlagsAddImpact | Injuries Shaking Exact 4 0 "excelsior.com.mx" 1518987628 "*NULL*" "*NULL*"
 2000D3KM  | 2018/02/16 23:39:39 | 7.202 | PubFlagsAddImpact | Injuries Other Exact 15 0 "excelsior.com.mx" 1518919261 "Jamiltepec" "Injuries from the helicopter crash - most if not all on the ground."
 2000D3KM  | 2018/02/16 23:39:39 | 7.202 | PubFlagsAddImpact | Deaths Other Exact 14 0 "excelsior.com.mx " 1518919158 "Jamiltepec" "These people were killed on the ground when the helicopter crashed."
 2000D3UW  | 2018/02/17 14:31:05 | 4.298 | PubFlagsDelImpact | Damaged Unknown Some 0 0 "*NULL*" 1522997732 "Bristol" "*NULL*"
 2000D3UW  | 2018/02/17 14:31:05 | 4.298 | PubFlagsAddImpact | Damaged Unknown Some 0 0 "*NULL*" 1522997732 "Bristol" "*NULL*"
 2000D3UW  | 2018/02/17 14:31:05 | 4.298 | PubFlagsAddImpact | Damaged Unknown Some 0 0 " https://www.bristolpost.co.uk/news/bristol-news/earthquake-police-confirm-several-buildings-1228487" 1522997732 "Bristol" "*NULL*"
 2000D7Q6  | 2018/02/25 17:44:44 | 7.493 | PubFlagsAddImpact | Deaths Unknown AtLeast 75 0 "https://en.wikipedia.org/wiki/2018_Papua_New_Guinea_earthquake" 1520667066 "Lake Kutubu, Mendi and Mount Bosavi." "*NULL*"
 2000D7Q6  | 2018/02/25 17:44:44 | 7.493 | PubFlagsAddImpact | Damaged Shaking Unknown 0 0 "https://en.wikipedia.org/wiki/2018_Papua_New_Guinea_earthquake" 1520667282 "ExxonMobil plant in Hela, Porgera Gold Mine, Boven Digoel Regency." "*NULL*"
 2000D7Q6  | 2018/02/25 17:44:44 | 7.493 | PubFlagsAddImpact | Injuries Unknown AtLeast 500 0 "https://en.wikipedia.org/wiki/2018_Papua_New_Guinea_earthquake" 1520667174 "Lake Kutubu, Mendi and Mount Bosavi." "*NULL*"
 2000D7Q6  | 2018/02/25 17:44:44 | 7.493 | PubFlagsDelImpact | Deaths Unknown AtLeast 500 0 "https://en.wikipedia.org/wiki/2018_Papua_New_Guinea_earthquake" 1520667066 "Lake Kutubu, Mendi and Mount Bosavi." "*NULL*"
 2000D7Q6  | 2018/02/25 17:44:44 | 7.493 | PubFlagsAddImpact | Deaths Unknown AtLeast 500 0 "https://en.wikipedia.org/wiki/2018_Papua_New_Guinea_earthquake" 1520667066 "Lake Kutubu, Mendi and Mount Bosavi." "*NULL*"
 2000D7Q6  | 2018/02/25 17:44:44 | 7.493 | PubFlagsDelImpact | Damaged Shaking Unknown 0 0 "https://en.wikipedia.org/wiki/2018_Papua_New_Guinea_earthquake" 1520667282 "ExxonMobil plant in Hela, Porgera Gold Mine, Boven Digoel Regency." "*NULL*"
 2000D7Q6  | 2018/02/25 17:44:44 | 7.493 | PubFlagsDelImpact | Damaged Shaking AtLeast 7000 0 "https://en.wikipedia.org/wiki/2018_Papua_New_Guinea_earthquake" 1520667282 "ExxonMobil plant in Hela, Porgera Gold Mine, Boven Digoel Regency." "*NULL*"
 2000D7Q6  | 2018/02/25 17:44:44 | 7.493 | PubFlagsAddImpact | Damaged Shaking AtLeast 7000 0 "https://en.wikipedia.org/wiki/2018_Papua_New_Guinea_earthquake" 1520667282 "ExxonMobil plant in Hela, Porgera Gold Mine, Boven Digoel Regency." "*NULL*"
 2000D7Q6  | 2018/02/25 17:44:44 | 7.493 | PubFlagsAddImpact | Displaced Unknown AtLeast 17000 0 "https://en.wikipedia.org/wiki/2018_Papua_New_Guinea_earthquake" 1520669080 "*NULL*" "By March 7 the number of displaced people had risen to 17,000."
 2000D7Q6  | 2018/02/25 17:44:44 | 7.493 | PubFlagsAddImpact | Damaged Shaking AtLeast 7000 0 "https://en.wikipedia.org/wiki/2018_Papua_New_Guinea_earthquake" 1520667282 "ExxonMobil plant in Hela, Porgera Gold Mine, Boven Digoel Regency." "Officials estimated that at least 7,000 people had their homes destroyed or damaged, and 150,000 people were in urgent need of emergency supplies."
 2000D7Q6  | 2018/02/25 17:44:44 | 7.493 | PubFlagsAddImpact | Injuries Unknown AtLeast 500 0 "https://en.wikipedia.org/wiki/2018_Papua_New_Guinea_earthquake" 1520667174 " Hela, Southern Highlands and Western Provinces" "*NULL*"
 2000D7Q6  | 2018/02/25 17:44:44 | 7.493 | PubFlagsDelImpact | Deaths Unknown AtLeast 75 0 "https://en.wikipedia.org/wiki/2018_Papua_New_Guinea_earthquake" 1520667066 "Lake Kutubu, Mendi and Mount Bosavi." "*NULL*"
 2000D7Q6  | 2018/02/25 17:44:44 | 7.493 | PubFlagsAddImpact | Deaths Unknown AtLeast 100 0 "https://en.wikipedia.org/wiki/2018_Papua_New_Guinea_earthquake" 1520667066 "Lake Kutubu, Mendi and Mount Bosavi." "*NULL*"
 2000D7Q6  | 2018/02/25 17:44:44 | 7.493 | PubFlagsDelImpact | Deaths Unknown AtLeast 100 0 "https://en.wikipedia.org/wiki/2018_Papua_New_Guinea_earthquake" 1520667066 "Lake Kutubu, Mendi and Mount Bosavi." "*NULL*"
 2000D7Q6  | 2018/02/25 17:44:44 | 7.493 | PubFlagsAddImpact | Deaths Unknown AtLeast 100 0 "https://en.wikipedia.org/wiki/2018_Papua_New_Guinea_earthquake" 1520667066 " Hela, Southern Highlands and Western Provinces" "*NULL*"
 2000D7Q6  | 2018/02/25 17:44:44 | 7.493 | PubFlagsDelImpact | Injuries Unknown AtLeast 500 0 "https://en.wikipedia.org/wiki/2018_Papua_New_Guinea_earthquake" 1520667174 "Lake Kutubu, Mendi and Mount Bosavi." "*NULL*"
 2000D7Q6  | 2018/02/25 17:44:44 | 7.493 | PubFlagsDelImpact | Deaths Unknown AtLeast 100 0 "https://en.wikipedia.org/wiki/2018_Papua_New_Guinea_earthquake" 1520667066 " Hela, Southern Highlands and Western Provinces" "*NULL*"
 2000D7Q6  | 2018/02/25 17:44:44 | 7.493 | PubFlagsAddImpact | Deaths Unknown AtLeast 125 0 "https://en.wikipedia.org/wiki/2018_Papua_New_Guinea_earthquake" 1520667066 " Hela, Southern Highlands and Western Provinces" "*NULL*"
 2000D90D  | 2018/02/28 02:45:45 | 6.125 | PubFlagsAddImpact | Deaths Landslide Exact 1 0 "Wikipedia" 1523308399 "Komo" "*NULL*"
 2000DC52  | 2018/03/04 19:56:18 | 5.977 | PubFlagsAddImpact | Deaths Landslide AtLeast 11 0 "http://www.abc.net.au/news/2018-03-05/aftershocks-rattles-quake-hit-papua-new-guinea/9508534" 1520669542 "Huya" "*NULL*"
 2000DC52  | 2018/03/04 19:56:18 | 5.977 | PubFlagsDelImpact | Deaths Landslide AtLeast 11 0 "http://www.abc.net.au/news/2018-03-05/aftershocks-rattles-quake-hit-papua-new-guinea/9508534" 1520669542 "Huya" "*NULL*"
 2000DC52  | 2018/03/04 19:56:18 | 5.977 | PubFlagsAddImpact | Deaths Landslide AtLeast 11 0 "http://www.abc.net.au/news/2018-03-05/aftershocks-rattles-quake-hit-papua-new-guinea/9508534" 1520669542 "Epicentral Area" "*NULL*"
 2000DC7W  | 2018/03/04 23:17:17 | 4.216 | PubFlagsAddImpact | Damaged Shaking Some 0 0 "enidnews.com" 1520811481 "*NULL*" "*NULL*"
 2000DCA2  | 2018/03/05 03:40:59 | 4.169 | PubFlagsAddImpact | Damaged Shaking Unknown 0 0 "newsok.com" 1524776529 "*NULL*" "*NULL*"
 2000DCX1  | 2018/03/06 14:13:08 | 6.657 | PubFlagsAddImpact | Deaths Shaking AtLeast 18 0 "http://news.trust.org/item/20180306154226-epvqw/" 1520846721 "*NULL*" "*NULL*"
 2000DDRW  | 2018/03/07 14:46:13 | 5.199 | PubFlagsAddImpact | Damaged Unknown Some 0 0 "*NULL*" 1523666104 "*NULL*" "*NULL*"
 2000DDRW  | 2018/03/07 14:46:13 | 5.199 | PubFlagsAddImpact | Injuries Unknown AtLeast 6 0 "*NULL*" 1523666109 "*NULL*" "*NULL*"
 1000D1CY  | 2018/03/08 08:49:46 | 5.545 | PubFlagsAddImpact | Damaged Unknown AtLeast 2 0 "*NULL*" 1523662504 "*NULL*" "*NULL*"
 1000D1CY  | 2018/03/08 08:49:46 | 5.545 | PubFlagsAddImpact | Injuries Unknown AtLeast 2 0 "*NULL*" 1523662514 "*NULL*" "*NULL*"
 1000D47B  | 2018/03/14 08:32:47 | 4.751 | PubFlagsAddImpact | Damaged Unknown Some 0 0 "https://en.wikipedia.org/wiki/List_of_earthquakes_in_2018" 1524725450 "Kamanjab" "*NULL*"
 1000DB5T  | 2018/03/29 22:54:13 | 5.655 | PubFlagsAddImpact | Damaged Unknown Unknown 0 0 "*NULL*" 1525464572 "*NULL*" "*NULL*"
 1000DC2W  | 2018/04/01 08:35:26 | 5.039 | PubFlagsAddImpact | Injuries Unknown AtLeast 54 0 "Radio Farda" 1522711656 "Spain" "*NULL*"
 1000DC2W  | 2018/04/01 08:35:26 | 5.039 | PubFlagsAddImpact | Injuries Unknown AtLeast 54 0 "Radio Farda, Spain" 1522711656 "Sarpol-e Zahab, Iran" "*NULL*"
 1000DC2W  | 2018/04/01 08:35:26 | 5.039 | PubFlagsAddImpact | Injuries Unknown AtLeast 54 0 "Radio Farda" 1522711656 "Sarpol-e Zahab, Iran" "*NULL*"
 1000DC2W  | 2018/04/01 08:35:26 | 5.039 | PubFlagsDelImpact | Injuries Unknown AtLeast 54 0 "Radio Farda" 1522711656 "Spain" "*NULL*"
 1000DC2W  | 2018/04/01 08:35:26 | 5.039 | PubFlagsDelImpact | Injuries Unknown AtLeast 54 0 "Radio Farda" 1522711656 "Sarpol-e Zahab, Iran" "*NULL*"
 1000DCRU  | 2018/04/02 23:23:18 | 5.885 | PubFlagsAddImpact | Damaged Unknown Unknown 0 0 "*NULL*" 1525638374 "*NULL*" "*NULL*"
 1000DCRU  | 2018/04/02 23:23:18 | 5.885 | PubFlagsDelImpact | Damaged Unknown Unknown 0 0 "*NULL*" 1525638374 "*NULL*" "*NULL*"
 1000DCRU  | 2018/04/02 23:23:18 | 5.885 | PubFlagsAddImpact | Damaged Unknown AtLeast 6 0 "*NULL*" 1525638374 "*NULL*" "*NULL*"
 2000DV48  | 2018/04/05 19:29:16 |  5.31 | PubFlagsAddImpact | Unknown Landslide Unknown 0 0 "*NULL*" 1527691115 "*NULL*" "*NULL*"
 2000DV48  | 2018/04/05 19:29:16 |  5.31 | PubFlagsAddImpact | Damaged Shaking Exact 1 0 "*NULL*" 1527690754 "*NULL*" "One building damaged and landslides occurred on Santa Cruz.  "
 2000DV48  | 2018/04/05 19:29:16 |  5.31 | PubFlagsAddImpact | Damaged Shaking Exact 1 0 "*NULL*" 1527690754 "*NULL*" "*NULL*"
 2000DV48  | 2018/04/05 19:29:16 |  5.31 | PubFlagsDelImpact | Damaged Shaking Exact 1 0 "*NULL*" 1527690754 "*NULL*" "One building damaged and landslides occurred on Santa Cruz.  "
 2000DV48  | 2018/04/05 19:29:16 |  5.31 | PubFlagsDelImpact | Unknown Landslide Unknown 0 0 "*NULL*" 1527691115 "*NULL*" "*NULL*"
 2000DVWQ  | 2018/04/07 05:48:40 | 6.273 | PubFlagsAddImpact | Deaths Unknown AtLeast 4 0 "*NULL*" 1526082408 "*NULL*" "*NULL*"
 2000DVWQ  | 2018/04/07 05:48:40 | 6.273 | PubFlagsAddImpact | Damaged Unknown Many 0 0 "*NULL*" 1526082462 "*NULL*" "*NULL*"
 2000DWH6  | 2018/04/08 16:32:32 |  5.71 | PubFlagsAddImpact | Injuries Shaking Exact 5 0 "http://temblor.net/earthquake-insights/m5-6-earthquake-in-japan-cracks-roads-causes-minor-injuries-6762/" 1523866712 "*NULL*" "*NULL*"
 2000DWH6  | 2018/04/08 16:32:32 |  5.71 | PubFlagsAddImpact | Damaged Shaking Some 0 0 "*NULL*" 1523866695 "*NULL*" "*NULL*"
 2000DWH6  | 2018/04/08 16:32:32 |  5.71 | PubFlagsDelImpact | Damaged Shaking Some 0 0 "*NULL*" 1523866695 "*NULL*" "*NULL*"
 2000DWH6  | 2018/04/08 16:32:32 |  5.71 | PubFlagsAddImpact | Damaged Shaking Some 0 0 "http://www.straitstimes.com/asia/east-asia/three-injured-after-quake-hits-western-japan-agency" 1523866695 "*NULL*" "*NULL*"
 2000DWH6  | 2018/04/08 16:32:32 |  5.71 | PubFlagsDelImpact | Damaged Shaking Some 0 0 "http://www.straitstimes.com/asia/east-asia/three-injured-after-quake-hits-western-japan-agency" 1523866695 "*NULL*" "*NULL*"
 2000DWH6  | 2018/04/08 16:32:32 |  5.71 | PubFlagsAddImpact | Injuries Shaking Exact 8 0 "http://temblor.net/earthquake-insights/m5-6-earthquake-in-japan-cracks-roads-causes-minor-injuries-6762/" 1523866712 "*NULL*" "*NULL*"
 2000DWH6  | 2018/04/08 16:32:32 |  5.71 | PubFlagsDelImpact | Injuries Shaking Exact 5 0 "http://temblor.net/earthquake-insights/m5-6-earthquake-in-japan-cracks-roads-causes-minor-injuries-6762/" 1523866712 "*NULL*" "*NULL*"
 2000DWH6  | 2018/04/08 16:32:32 |  5.71 | PubFlagsAddImpact | Damaged Shaking Exact 224 0 "http://www.straitstimes.com/asia/east-asia/three-injured-after-quake-hits-western-japan-agency" 1523866695 "*NULL*" "*NULL*"
 2000DXBT  | 2018/04/10 03:11:32 | 4.688 | PubFlagsAddImpact | Damaged Shaking Some 0 0 "Google News" 1523491777 "Muccia, Italy" "*NULL*"
 2000DXFC  | 2018/04/10 10:19:34 | 6.217 | PubFlagsAddImpact | Damaged Shaking Many 0 0 "Wiki's list of EQs in 2018 (Pam/Rafael)" 1527580489 "*NULL*" "*NULL*"
 2000DXFC  | 2018/04/10 10:19:34 | 6.217 | PubFlagsDelImpact | Damaged Shaking Many 0 0 "Wiki's list of EQs in 2018 (Pam/Rafael)" 1527580489 "*NULL*" "*NULL*"
